year,consumption_costs,asset_id,energy_type,asset_domain,asset_type,scenario
2040,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2041,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2042,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2043,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2044,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2045,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2046,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2047,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2048,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2049,0.0,EX_001,thermal_heating,building,building_aggregate,ex_uten
2025,1475.78178,EX_002,electricity,building,building_aggregate,ex_uten
2026,1475.78178,EX_002,electricity,building,building_aggregate,ex_uten
2027,1475.78178,EX_002,electricity,building,building_aggregate,ex_uten
2028,1475.78178,EX_002,electricity,building,building_aggregate,ex_uten
2029,1475.78178,EX_002,electricity,building,building_aggregate,ex_uten
2030,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2031,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2032,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2033,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2034,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2035,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2036,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2037,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2038,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2039,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2040,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2041,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2042,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2043,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2044,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2045,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2046,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2047,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2048,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2049,1926.595,EX_002,electricity,building,building_aggregate,ex_uten
2025,2297.526998260465,EX_002,natural_gas,building,building_aggregate,ex_uten
2026,2297.526998260465,EX_002,natural_gas,building,building_aggregate,ex_uten
2027,2297.526998260465,EX_002,natural_gas,building,building_aggregate,ex_uten
2028,2297.526998260465,EX_002,natural_gas,building,building_aggregate,ex_uten
2029,2297.526998260465,EX_002,natural_gas,building,building_aggregate,ex_uten
2030,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2031,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2032,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2033,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2034,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2035,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2036,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2037,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2038,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2039,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2040,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2041,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2042,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2043,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2044,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2045,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2046,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2047,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2048,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2049,0.0,EX_002,natural_gas,building,building_aggregate,ex_uten
2025,0.0,EX_002,propane,building,building_aggregate,ex_uten
2026,0.0,EX_002,propane,building,building_aggregate,ex_uten
2027,0.0,EX_002,propane,building,building_aggregate,ex_uten
2028,0.0,EX_002,propane,building,building_aggregate,ex_uten
2029,0.0,EX_002,propane,building,building_aggregate,ex_uten
2030,0.0,EX_002,propane,building,building_aggregate,ex_uten
2031,0.0,EX_002,propane,building,building_aggregate,ex_uten
2032,0.0,EX_002,propane,building,building_aggregate,ex_uten
2033,0.0,EX_002,propane,building,building_aggregate,ex_uten
2034,0.0,EX_002,propane,building,building_aggregate,ex_uten
2035,0.0,EX_002,propane,building,building_aggregate,ex_uten
2036,0.0,EX_002,propane,building,building_aggregate,ex_uten
2037,0.0,EX_002,propane,building,building_aggregate,ex_uten
2038,0.0,EX_002,propane,building,building_aggregate,ex_uten
2039,0.0,EX_002,propane,building,building_aggregate,ex_uten
2040,0.0,EX_002,propane,building,building_aggregate,ex_uten
2041,0.0,EX_002,propane,building,building_aggregate,ex_uten
2042,0.0,EX_002,propane,building,building_aggregate,ex_uten
2043,0.0,EX_002,propane,building,building_aggregate,ex_uten
2044,0.0,EX_002,propane,building,building_aggregate,ex_uten
2045,0.0,EX_002,propane,building,building_aggregate,ex_uten
2046,0.0,EX_002,propane,building,building_aggregate,ex_uten
2047,0.0,EX_002,propane,building,building_aggregate,ex_uten
2048,0.0,EX_002,propane,building,building_aggregate,ex_uten
2049,0.0,EX_002,propane,building,building_aggregate,ex_uten
2025,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2026,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2027,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2028,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2029,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2030,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2031,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2032,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2033,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2034,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2035,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2036,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2037,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2038,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2039,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2040,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2041,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2042,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2043,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2044,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2045,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2046,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2047,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2048,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2049,0.0,EX_002,fuel_oil,building,building_aggregate,ex_uten
2025,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2026,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2027,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2028,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2029,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2030,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2031,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2032,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2033,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2034,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2035,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2036,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2037,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2038,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2039,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2040,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2041,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2042,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2043,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2044,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2045,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2046,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2047,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2048,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2049,0.0,EX_002,thermal_cooling,building,building_aggregate,ex_uten
2025,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2026,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2027,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2028,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2029,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2030,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2031,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2032,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2033,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2034,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2035,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2036,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2037,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2038,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2039,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2040,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2041,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2042,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2043,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2044,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2045,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2046,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2047,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2048,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2049,0.0,EX_002,thermal_heating,building,building_aggregate,ex_uten
2025,1475.78178,EX_003,electricity,building,building_aggregate,ex_uten
2026,1475.78178,EX_003,electricity,building,building_aggregate,ex_uten
2027,1475.78178,EX_003,electricity,building,building_aggregate,ex_uten
2028,1475.78178,EX_003,electricity,building,building_aggregate,ex_uten
2029,1475.78178,EX_003,electricity,building,building_aggregate,ex_uten
2030,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2031,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2032,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2033,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2034,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2035,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2036,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2037,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2038,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2039,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2040,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2041,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2042,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2043,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2044,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2045,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2046,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2047,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2048,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2049,1926.595,EX_003,electricity,building,building_aggregate,ex_uten
2025,2297.526998260465,EX_003,natural_gas,building,building_aggregate,ex_uten
2026,2297.526998260465,EX_003,natural_gas,building,building_aggregate,ex_uten
2027,2297.526998260465,EX_003,natural_gas,building,building_aggregate,ex_uten
2028,2297.526998260465,EX_003,natural_gas,building,building_aggregate,ex_uten
2029,2297.526998260465,EX_003,natural_gas,building,building_aggregate,ex_uten
2030,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2031,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2032,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2033,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2034,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2035,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2036,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2037,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2038,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2039,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2040,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2041,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2042,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2043,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2044,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2045,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2046,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2047,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2048,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2049,0.0,EX_003,natural_gas,building,building_aggregate,ex_uten
2025,0.0,EX_003,propane,building,building_aggregate,ex_uten
2026,0.0,EX_003,propane,building,building_aggregate,ex_uten
2027,0.0,EX_003,propane,building,building_aggregate,ex_uten
2028,0.0,EX_003,propane,building,building_aggregate,ex_uten
2029,0.0,EX_003,propane,building,building_aggregate,ex_uten
2030,0.0,EX_003,propane,building,building_aggregate,ex_uten
2031,0.0,EX_003,propane,building,building_aggregate,ex_uten
2032,0.0,EX_003,propane,building,building_aggregate,ex_uten
2033,0.0,EX_003,propane,building,building_aggregate,ex_uten
2034,0.0,EX_003,propane,building,building_aggregate,ex_uten
2035,0.0,EX_003,propane,building,building_aggregate,ex_uten
2036,0.0,EX_003,propane,building,building_aggregate,ex_uten
2037,0.0,EX_003,propane,building,building_aggregate,ex_uten
2038,0.0,EX_003,propane,building,building_aggregate,ex_uten
2039,0.0,EX_003,propane,building,building_aggregate,ex_uten
2040,0.0,EX_003,propane,building,building_aggregate,ex_uten
2041,0.0,EX_003,propane,building,building_aggregate,ex_uten
2042,0.0,EX_003,propane,building,building_aggregate,ex_uten
2043,0.0,EX_003,propane,building,building_aggregate,ex_uten
2044,0.0,EX_003,propane,building,building_aggregate,ex_uten
2045,0.0,EX_003,propane,building,building_aggregate,ex_uten
2046,0.0,EX_003,propane,building,building_aggregate,ex_uten
2047,0.0,EX_003,propane,building,building_aggregate,ex_uten
2048,0.0,EX_003,propane,building,building_aggregate,ex_uten
2049,0.0,EX_003,propane,building,building_aggregate,ex_uten
2025,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2026,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2027,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2028,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2029,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2030,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2031,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2032,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2033,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2034,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2035,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2036,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2037,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2038,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2039,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2040,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2041,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2042,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2043,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2044,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2045,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2046,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2047,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2048,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2049,0.0,EX_003,fuel_oil,building,building_aggregate,ex_uten
2025,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2026,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2027,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2028,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2029,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2030,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2031,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2032,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2033,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2034,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2035,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2036,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2037,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2038,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2039,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2040,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2041,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2042,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2043,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
2044,0.0,EX_003,thermal_cooling,building,building_aggregate,ex_uten
